Reported_Epoch,Loss_DV,Loss_DS,Loss_adv_vocal,Loss_adv_speech,Loss_Cycle_Vocal,Loss_Cycle_Speech,Loss_Identity_Vocal,Loss_Identity_Speech,Grad_Norm_DV,Grad_Norm_DS,Grad_Norm_GV,Grad_Norm_GS,num_DV_updates,num_DS_updates,Global_Epoch
41,0.5991,0.596,0.1279,0.1352,2.0419,2.1691,4.1197,4.6481,0.0,0.0,0.0071,0.007,0.0,0.0,191
42,0.5993,0.596,0.128,0.1353,2.0343,2.1549,4.0503,4.6251,0.0,0.0,0.0071,0.0069,0.0,0.0,192
43,0.5995,0.5971,0.1281,0.1356,2.0221,2.1484,4.0214,4.6088,0.0,0.0,0.0068,0.0066,0.0,0.0,193
44,0.5992,0.5971,0.128,0.1354,2.0203,2.1441,3.9891,4.5943,0.0,0.0,0.007,0.0067,0.0,0.0,194
45,0.5995,0.5964,0.1276,0.1353,2.0284,2.1525,4.0223,4.574,0.0,0.0,0.0071,0.0069,0.0,0.0,195
46,0.5992,0.5969,0.1277,0.1356,1.981,2.1215,3.9693,4.5562,0.0,0.0,0.0066,0.0064,0.0,0.0,196
47,0.5994,0.597,0.1281,0.136,2.0003,2.1365,3.9374,4.5301,0.0,0.0,0.0071,0.0069,0.0,0.0,197
48,0.5992,0.597,0.1274,0.1353,1.9679,2.1105,3.9122,4.5285,0.0,0.0,0.0065,0.0064,0.0,0.0,198
49,0.5987,0.5968,0.1279,0.1353,1.9728,2.1195,3.8752,4.5198,0.0,0.0,0.0068,0.0066,0.0,0.0,199
50,0.5992,0.5963,0.1277,0.1352,1.9655,2.1015,3.8361,4.4909,0.0,0.0,0.0072,0.0072,0.0,0.0,200
1,0.5999,0.5971,0.1277,0.1354,1.9599,2.1198,3.8452,4.4762,0.0,0.0,0.007,0.0068,0.0,0.0,201
2,0.5998,0.5968,0.1275,0.1351,1.96,2.1029,3.8193,4.4597,0.0,0.0,0.0072,0.0071,0.0,0.0,202
3,0.5998,0.5971,0.1275,0.1353,1.9155,2.0741,3.7653,4.4405,0.0,0.0,0.0066,0.0064,0.0,0.0,203
4,0.6004,0.5968,0.1276,0.1351,1.9201,2.083,3.736,4.4139,0.0,0.0,0.0071,0.0069,0.0,0.0,204
5,0.5996,0.5978,0.1274,0.1351,2.0113,2.129,3.7633,4.4258,0.0,0.0,0.0081,0.0079,0.0,0.0,205
6,0.6038,0.597,0.1251,0.1351,1.9315,2.0786,3.7294,4.4555,1.1133,0.0,0.007,0.0069,3.0,0.0,206
7,0.7172,0.5974,0.0771,0.1354,1.9226,2.0663,3.6996,4.3775,0.3229,0.0,0.0071,0.0071,15.0,0.0,207
8,0.6093,0.5978,0.1328,0.1351,1.9621,2.0977,3.7149,4.3708,0.5101,0.0,0.0073,0.0071,6.0,0.0,208
9,0.6629,0.597,0.0957,0.1352,1.9295,2.0808,3.6738,4.3472,0.2863,0.0,0.0067,0.0066,13.0,0.0,209
10,0.6394,0.5966,0.1023,0.1353,1.924,2.0666,3.6738,4.326,0.2168,0.0,0.007,0.0067,13.0,0.0,210
11,0.5884,0.5976,0.1303,0.1351,2.0089,2.1293,3.6857,4.311,0.0,0.0,0.008,0.008,0.0,0.0,211
12,0.5884,0.5969,0.1305,0.1351,1.9611,2.1095,3.6809,4.3377,0.0,0.0,0.0073,0.0073,0.0,0.0,212
13,0.5886,0.5968,0.1301,0.1351,1.9638,2.1092,3.6618,4.3429,0.0,0.0,0.0072,0.0072,0.0,0.0,213
14,0.5879,0.598,0.1303,0.135,1.9438,2.0856,3.6547,4.3023,0.0,0.0,0.007,0.007,0.0,0.0,214
15,0.5884,0.5976,0.1303,0.1355,1.9614,2.0873,3.6706,4.2988,0.0,0.0,0.0074,0.0073,0.0,0.0,215
16,0.5877,0.5961,0.1304,0.1351,1.9196,2.0618,3.6303,4.2833,0.0,0.0,0.0068,0.0066,0.0,0.0,216
17,0.5886,0.5975,0.1302,0.1348,1.8843,2.0389,3.5693,4.2484,0.0,0.0,0.0072,0.0072,0.0,0.0,217
18,0.5889,0.599,0.13,0.1337,1.8938,2.0383,3.6251,4.1948,0.0,1.0741,0.0068,0.0067,0.0,3.0,218
19,0.5888,0.6784,0.1304,0.0926,1.9436,2.0709,3.6091,4.1965,0.0,0.3489,0.0074,0.0073,0.0,13.0,219
20,0.5888,0.6287,0.1299,0.1141,1.941,2.0751,3.6213,4.2056,0.0,0.2175,0.0073,0.0072,0.0,12.0,220
21,0.5889,0.619,0.1301,0.1172,1.9393,2.0719,3.588,4.2015,0.0,0.5229,0.0072,0.0072,0.0,6.0,221
22,0.5885,0.6591,0.1302,0.0972,1.9046,2.0322,3.5887,4.1563,0.0,0.2463,0.0066,0.0064,0.0,14.0,222
23,0.5892,0.5953,0.13,0.1311,1.9267,2.043,3.622,4.2415,0.0,0.0,0.007,0.0067,0.0,0.0,223
24,0.5896,0.5953,0.1298,0.131,1.9324,2.0686,3.5661,4.2722,0.0,0.0,0.0076,0.0075,0.0,0.0,224
25,0.5889,0.5954,0.1301,0.1311,1.9176,2.0456,3.5458,4.1909,0.0,0.0,0.0072,0.007,0.0,0.0,225
26,0.5893,0.5957,0.1297,0.1305,1.9107,2.0217,3.5093,4.0957,0.0,0.0,0.0069,0.0066,0.0,0.0,226
27,0.5893,0.5956,0.1298,0.1311,1.9151,2.0207,3.508,4.0844,0.0,0.0,0.0071,0.0068,0.0,0.0,227
28,0.5884,0.5954,0.1296,0.1305,1.9082,2.0348,3.5204,4.1036,0.0,0.0,0.0071,0.0069,0.0,0.0,228
29,0.5895,0.5949,0.1297,0.131,1.9081,2.0302,3.5427,4.1536,0.0,0.0,0.0073,0.007,0.0,0.0,229
30,0.5887,0.5957,0.13,0.1313,1.8993,2.0189,3.4785,4.2226,0.0,0.0,0.007,0.0067,0.0,0.0,230
31,0.5889,0.5958,0.1297,0.1307,1.9037,2.0254,3.4456,4.0966,0.0,0.0,0.0072,0.007,0.0,0.0,231
32,0.5892,0.5965,0.1296,0.1307,1.8978,2.0042,3.4553,4.0452,0.0,0.0,0.0071,0.007,0.0,0.0,232
33,0.5887,0.5959,0.13,0.1306,1.9096,2.0351,3.421,4.0251,0.0,0.0,0.0075,0.0074,0.0,0.0,233
34,0.5897,0.5959,0.1295,0.1308,1.9091,2.0629,3.4291,4.0365,0.0,0.0,0.0073,0.0072,0.0,0.0,234
35,0.5899,0.5958,0.1293,0.1304,1.8597,1.9825,3.381,4.0108,0.0,0.0,0.0072,0.0072,0.0,0.0,235
36,0.5897,0.5955,0.13,0.1305,1.8307,1.96,3.3511,3.9926,0.0,0.0,0.0072,0.0071,0.0,0.0,236
37,0.5892,0.5957,0.1294,0.1308,1.8383,1.956,3.34,3.9753,0.0,0.0,0.007,0.0068,0.0,0.0,237
38,0.589,0.5952,0.1297,0.1306,1.8875,1.9983,3.3829,3.9906,0.0,0.0,0.0072,0.007,0.0,0.0,238
39,0.5903,0.5953,0.1298,0.1309,1.8941,2.0075,3.3854,4.0498,0.0,0.0,0.0075,0.0073,0.0,0.0,239
40,0.5899,0.5958,0.1295,0.131,1.8836,2.0048,3.3715,4.0376,0.0,0.0,0.0074,0.0072,0.0,0.0,240
41,0.5902,0.5959,0.1295,0.1303,1.8705,1.9956,3.3581,3.9896,0.0,0.0,0.0072,0.007,0.0,0.0,241
42,0.5899,0.5962,0.1295,0.1306,1.8885,2.0012,3.3981,3.9785,0.0,0.0,0.0074,0.0072,0.0,0.0,242
43,0.5894,0.5949,0.1292,0.1303,1.8017,1.9435,3.2968,4.093,0.0,0.0,0.0067,0.0064,0.0,0.0,243
44,0.5898,0.596,0.1293,0.1308,1.8093,1.9533,3.2487,3.9425,0.0,0.0,0.0083,0.0081,0.0,0.0,244
45,0.5901,0.5958,0.1294,0.1309,1.8081,1.934,3.2205,3.9052,0.0,0.0,0.0088,0.0087,0.0,0.0,245
46,0.5899,0.5955,0.1291,0.1304,1.7942,1.93,3.2045,3.8753,0.0,0.0,0.0076,0.0075,0.0,0.0,246
47,0.5907,0.5969,0.1294,0.1306,1.788,1.9332,3.2077,3.8916,0.0,0.0,0.0075,0.0075,0.0,0.0,247
48,0.5904,0.5964,0.1293,0.1305,1.7789,1.942,3.1899,3.8732,0.0,0.0,0.0079,0.0077,0.0,0.0,248
49,0.5903,0.5978,0.1295,0.1305,1.8236,1.9619,3.2044,3.875,0.0,0.0,0.0081,0.008,0.0,0.0,249
50,0.5892,0.5951,0.1296,0.1306,1.8707,2.0195,3.2784,3.9296,0.0,0.0,0.0079,0.0079,0.0,0.0,250
1,0.5905,0.5959,0.1296,0.1301,1.834,1.9506,3.2367,3.9025,0.0,0.0,0.0073,0.0072,0.0,0.0,251
2,0.5904,0.596,0.1294,0.1306,1.8346,1.9502,3.3071,3.8779,0.0,0.0,0.0072,0.007,0.0,0.0,252
3,0.5902,0.5964,0.1294,0.1303,1.8206,1.9302,3.3117,3.8513,0.0,0.0,0.0069,0.0067,0.0,0.0,253
4,0.5903,0.5963,0.1296,0.1305,1.8388,1.9487,3.2515,3.8551,0.0,0.0,0.007,0.0067,0.0,0.0,254
5,0.5906,0.5965,0.1296,0.1307,1.8249,1.9349,3.224,3.8303,0.0,0.0,0.0069,0.0066,0.0,0.0,255
6,0.5904,0.5955,0.1295,0.1307,1.8241,1.9445,3.2628,3.8224,0.0,0.0,0.0073,0.0071,0.0,0.0,256
7,0.5897,0.5972,0.1291,0.1305,1.8161,1.934,3.1917,3.8383,0.0,0.0,0.0071,0.0069,0.0,0.0,257
8,0.5906,0.5961,0.129,0.1306,1.7995,1.9247,3.2273,3.8281,0.0,0.0,0.0068,0.0066,0.0,0.0,258
9,0.5901,0.5969,0.1292,0.1302,1.8048,1.9453,3.2597,3.8349,0.0,0.0,0.0076,0.0075,0.0,0.0,259
10,0.5903,0.5963,0.1293,0.1304,1.7963,1.9384,3.2166,3.839,0.0,0.0,0.0073,0.0071,0.0,0.0,260
11,0.5907,0.5964,0.129,0.1303,1.7756,1.9115,3.156,3.81,0.0,0.0,0.0066,0.0065,0.0,0.0,261
12,0.5911,0.5965,0.1289,0.1306,1.7333,1.8941,3.1073,3.8099,0.0,0.0,0.0063,0.006,0.0,0.0,262
13,0.5911,0.5967,0.1291,0.1303,1.751,1.8823,3.1053,3.7928,0.0,0.0,0.0068,0.0067,0.0,0.0,263
14,0.5906,0.5972,0.1288,0.1305,1.7807,1.8961,3.1407,3.7639,0.0,0.0,0.0073,0.0071,0.0,0.0,264
15,0.591,0.5967,0.1287,0.1301,1.7953,1.9427,3.1618,3.7837,0.0,0.0,0.0074,0.0072,0.0,0.0,265
16,0.5909,0.5959,0.1293,0.1305,1.7346,1.8817,3.1124,3.8187,0.0,0.0,0.0067,0.0067,0.0,0.0,266
17,0.5909,0.5956,0.1292,0.1307,1.7194,1.8698,3.0537,3.749,0.0,0.0,0.007,0.007,0.0,0.0,267
18,0.5907,0.5964,0.1291,0.13,1.7423,1.9111,3.0712,3.7609,0.0,0.0,0.0074,0.0073,0.0,0.0,268
19,0.5912,0.5978,0.1289,0.1301,1.745,1.8789,3.0943,3.7663,0.0,0.0,0.0065,0.0064,0.0,0.0,269
20,0.5909,0.5968,0.129,0.1306,1.7442,1.8944,3.0926,3.7339,0.0,0.0,0.007,0.007,0.0,0.0,270
21,0.5917,0.5963,0.1287,0.1299,1.7669,1.9051,3.0796,3.7309,0.0,0.0,0.0074,0.0072,0.0,0.0,271
22,0.5911,0.5968,0.1292,0.1304,1.7368,1.8831,3.1128,3.7539,0.0,0.0,0.0064,0.0062,0.0,0.0,272
23,0.5913,0.5971,0.1286,0.1304,1.7014,1.8405,3.0555,3.6998,0.0,0.0,0.0061,0.006,0.0,0.0,273
24,0.5912,0.5974,0.129,0.1302,1.738,1.8675,3.0606,3.7083,0.0,0.0,0.0068,0.0067,0.0,0.0,274
25,0.5911,0.5962,0.1288,0.1305,1.722,1.8808,3.0094,3.6929,0.0,0.0,0.0072,0.0071,0.0,0.0,275
26,0.5907,0.5972,0.129,0.1304,1.7782,1.9046,3.0597,3.7413,0.0,0.0,0.0077,0.0076,0.0,0.0,276
27,0.5914,0.5967,0.1284,0.1302,1.7644,1.9033,3.0721,3.7581,0.0,0.0,0.0071,0.0071,0.0,0.0,277
28,0.5909,0.5964,0.1289,0.1303,1.7604,1.9083,3.0382,3.6924,0.0,0.0,0.0074,0.0073,0.0,0.0,278
29,0.5914,0.5961,0.1289,0.1306,1.8328,1.9613,3.0904,3.7222,0.0,0.0,0.0081,0.008,0.0,0.0,279
30,0.5915,0.5973,0.1288,0.1301,1.7721,1.9064,3.0599,3.7111,0.0,0.0,0.0076,0.0075,0.0,0.0,280
31,0.5909,0.5973,0.1289,0.1306,1.7193,1.861,3.0232,3.6937,0.0,0.0,0.0067,0.0066,0.0,0.0,281
32,0.5912,0.5976,0.1285,0.1306,1.7202,1.857,3.0263,3.6596,0.0,0.0,0.0072,0.0069,0.0,0.0,282
33,0.5925,0.597,0.1284,0.1301,1.724,1.8587,3.0331,3.663,0.0,0.0,0.0072,0.007,0.0,0.0,283
34,0.5912,0.597,0.1287,0.1297,1.8236,1.9661,3.1483,3.7047,0.0,0.0,0.008,0.008,0.0,0.0,284
35,0.5914,0.5971,0.1284,0.1303,1.7416,1.869,3.0633,3.6666,0.0,0.0,0.0069,0.0068,0.0,0.0,285
36,0.5916,0.5973,0.1285,0.1304,1.702,1.8409,2.9748,3.6364,0.0,0.0,0.0069,0.0068,0.0,0.0,286
37,0.5915,0.5967,0.1285,0.1299,1.7262,1.8614,2.9755,3.6252,0.0,0.0,0.0072,0.0071,0.0,0.0,287
38,0.5909,0.5964,0.1284,0.1301,1.7379,1.8837,2.9839,3.6547,0.0,0.0,0.0074,0.0073,0.0,0.0,288
39,0.5917,0.5978,0.1283,0.1301,1.7227,1.8524,2.981,3.6311,0.0,0.0,0.0073,0.0072,0.0,0.0,289
40,0.5917,0.5976,0.1291,0.1299,1.7267,1.8616,2.9995,3.6462,0.0,0.0,0.0072,0.007,0.0,0.0,290
41,0.5922,0.598,0.1286,0.1301,1.7326,1.859,2.9801,3.6283,0.0,0.0,0.0075,0.0074,0.0,0.0,291
42,0.5933,0.5974,0.1285,0.1303,1.7388,1.8538,2.9766,3.6164,0.0,0.0,0.0073,0.0071,0.0,0.0,292
43,0.5921,0.5971,0.1285,0.13,1.7474,1.882,2.9807,3.6367,0.0,0.0,0.0075,0.0075,0.0,0.0,293
44,0.5916,0.5968,0.1283,0.1299,1.7345,1.8684,2.9788,3.6152,0.0,0.0,0.0072,0.007,0.0,0.0,294
45,0.5925,0.5968,0.1283,0.1304,1.7404,1.8576,2.9526,3.5894,0.0,0.0,0.0076,0.0075,0.0,0.0,295
46,0.5927,0.5967,0.1287,0.1305,1.7354,1.8587,2.9397,3.5909,0.0,0.0,0.0078,0.0076,0.0,0.0,296
47,0.593,0.5973,0.1283,0.1302,1.6472,1.8048,2.8815,3.5625,0.0,0.0,0.0062,0.0059,0.0,0.0,297
48,0.5918,0.5979,0.128,0.1306,1.7001,1.8464,2.9028,3.5649,0.0,0.0,0.0075,0.0072,0.0,0.0,298
49,0.5923,0.5973,0.1278,0.13,1.7174,1.8587,2.9538,3.6418,0.0,0.0,0.0075,0.0073,0.0,0.0,299
50,0.5929,0.5973,0.1282,0.1299,1.6622,1.8055,2.9263,3.6142,0.0,0.0,0.0067,0.0067,0.0,0.0,300
1,0.5924,0.5976,0.1277,0.13,1.6551,1.7957,2.8748,3.5564,0.0,0.0,0.0072,0.007,0.0,0.0,301
2,0.5926,0.5962,0.128,0.1302,1.6895,1.8198,2.8908,3.551,0.0,0.0,0.007,0.007,0.0,0.0,302
3,0.5918,0.5972,0.128,0.13,1.7043,1.8446,2.9742,3.5405,0.0,0.0,0.0069,0.0068,0.0,0.0,303
4,0.5928,0.5966,0.1279,0.1299,1.6927,1.8271,2.9248,3.5563,0.0,0.0,0.0072,0.0071,0.0,0.0,304
5,0.5929,0.5972,0.1281,0.1296,1.6959,1.8289,2.907,3.528,0.0,0.0,0.0072,0.0071,0.0,0.0,305
6,0.5922,0.598,0.1282,0.1299,1.7036,1.831,2.9412,3.6213,0.0,0.0,0.0071,0.007,0.0,0.0,306
7,0.5936,0.5975,0.1277,0.1301,1.7071,1.8289,2.939,3.6011,0.0,0.0,0.007,0.0068,0.0,0.0,307
8,0.5924,0.5975,0.1278,0.1299,1.7068,1.8166,2.946,3.5574,0.0,0.0,0.007,0.0069,0.0,0.0,308
9,0.5924,0.5983,0.128,0.1299,1.702,1.8213,2.938,3.5252,0.0,0.0,0.0072,0.007,0.0,0.0,309
10,0.5927,0.5971,0.1277,0.13,1.7062,1.8512,2.8866,3.5376,0.0,0.0,0.0075,0.0074,0.0,0.0,310
11,0.5934,0.5974,0.128,0.13,1.6766,1.8104,2.8503,3.5696,0.0,0.0,0.0071,0.0069,0.0,0.0,311
12,0.5927,0.5978,0.1278,0.1304,1.688,1.8234,2.8701,3.5858,0.0,0.0,0.007,0.0069,0.0,0.0,312
13,0.5936,0.5983,0.1279,0.1302,1.6603,1.8131,2.8326,3.5517,0.0,0.0,0.0071,0.007,0.0,0.0,313
14,0.593,0.5977,0.128,0.1295,1.6656,1.8123,2.909,3.5039,0.0,0.0,0.0068,0.0065,0.0,0.0,314
15,0.5928,0.5978,0.128,0.1301,1.6927,1.8149,2.8924,3.5321,0.0,0.0,0.0072,0.0071,0.0,0.0,315
16,0.5937,0.5978,0.1276,0.1297,1.6963,1.8212,2.8911,3.5537,0.0,0.0,0.0072,0.0071,0.0,0.0,316
17,0.5936,0.5989,0.1276,0.1295,1.6873,1.8097,2.9067,3.5104,0.0,3.1151,0.0064,0.0062,0.0,1.0,317
18,0.5936,0.6464,0.1274,0.1054,1.6582,1.796,2.8386,3.5404,0.0,0.5157,0.0068,0.0067,0.0,8.0,318
19,0.5944,0.6995,0.1278,0.0845,1.6741,1.8027,2.8246,3.5217,0.0,0.2121,0.0074,0.0073,0.0,17.0,319
20,0.5941,0.6041,0.1274,0.128,1.649,1.7867,2.8453,3.4827,0.0,1.0054,0.007,0.0067,0.0,3.0,320
21,0.5938,0.6614,0.1275,0.0943,1.6578,1.7955,2.8341,3.4705,0.0,0.3507,0.0071,0.007,0.0,12.0,321
22,0.5937,0.6331,0.1274,0.1057,1.6908,1.808,2.8986,3.4607,0.0,0.2034,0.0074,0.0073,0.0,13.0,322
23,0.5932,0.5964,0.1274,0.1259,1.6906,1.798,2.9003,3.4803,0.0,0.0,0.0071,0.0069,0.0,0.0,323
24,0.5941,0.5961,0.127,0.1257,1.6642,1.7869,2.8579,3.4694,0.0,0.0,0.0067,0.0065,0.0,0.0,324
25,0.5939,0.5974,0.1274,0.1254,1.6244,1.761,2.7931,3.4573,0.0,0.0,0.0075,0.0074,0.0,0.0,325
26,0.5939,0.5963,0.1276,0.1256,1.6225,1.7543,2.7488,3.4345,0.0,0.0,0.0068,0.0067,0.0,0.0,326
27,0.5935,0.5967,0.1273,0.1255,1.6466,1.7907,2.7699,3.4355,0.0,0.0,0.0074,0.0072,0.0,0.0,327
28,0.5935,0.5968,0.1278,0.1257,1.6702,1.8085,2.7794,3.4739,0.0,0.0,0.0076,0.0076,0.0,0.0,328
29,0.5934,0.5966,0.1274,0.1255,1.6324,1.7951,2.7937,3.4666,0.0,2.9351,0.0067,0.0065,0.0,1.0,329
30,0.5941,0.6505,0.1273,0.1005,1.6644,1.7862,2.9244,3.4599,0.0,0.5121,0.007,0.0069,0.0,8.0,330
31,0.5942,0.6914,0.1272,0.086,1.6842,1.8003,2.9192,3.4372,0.0,0.2083,0.0076,0.0074,0.0,16.0,331
32,0.5938,0.6056,0.1273,0.1257,1.6173,1.7731,2.7846,3.422,0.0,0.721,0.0073,0.0071,0.0,4.0,332
33,0.594,0.6491,0.1271,0.0959,1.6004,1.7451,2.7242,3.4001,0.0,0.349,0.0068,0.0067,0.0,11.0,333
34,0.5943,0.6362,0.1275,0.1008,1.642,1.7902,2.7634,3.4241,0.0,0.201,0.0073,0.0072,0.0,14.0,334
35,0.5936,0.5854,0.1275,0.1284,1.6246,1.7554,2.7529,3.4867,0.0,0.0,0.007,0.0068,0.0,0.0,335
36,0.5936,0.5847,0.1272,0.1283,1.6081,1.7607,2.7537,3.4127,0.0,0.0,0.0068,0.0066,0.0,0.0,336
37,0.5944,0.5852,0.1272,0.1281,1.6489,1.7828,2.7635,3.3884,0.0,0.0,0.0074,0.0073,0.0,0.0,337
38,0.5935,0.5853,0.1273,0.1279,1.648,1.773,2.765,3.3917,0.0,0.0,0.0075,0.0072,0.0,0.0,338
39,0.5934,0.5852,0.1269,0.1278,1.6417,1.77,2.7618,3.4187,0.0,0.0,0.0072,0.007,0.0,0.0,339
40,0.594,0.5862,0.1272,0.1282,1.6407,1.7787,2.7725,3.4339,0.0,0.0,0.0073,0.007,0.0,0.0,340
41,0.5948,0.5867,0.127,0.128,1.6721,1.8042,2.7744,3.414,0.0,0.0,0.0078,0.0077,0.0,0.0,341
42,0.5945,0.5851,0.1271,0.1279,1.6351,1.7737,2.7559,3.4028,0.0,0.0,0.0073,0.0072,0.0,0.0,342
43,0.5942,0.5851,0.127,0.1283,1.6293,1.7731,2.7299,3.4087,0.0,0.0,0.0071,0.007,0.0,0.0,343
44,0.5949,0.5852,0.1265,0.1277,1.6406,1.7716,2.7709,3.4364,0.0,0.0,0.007,0.0069,0.0,0.0,344
45,0.5946,0.5854,0.1267,0.1279,1.6042,1.7424,2.764,3.4128,0.0,0.0,0.0072,0.007,0.0,0.0,345
46,0.5946,0.5851,0.1271,0.1278,1.597,1.7416,2.6931,3.3975,0.0,0.0,0.0073,0.0071,0.0,0.0,346
47,0.5957,0.5851,0.1272,0.128,1.5799,1.7393,2.6683,3.3488,0.0,0.0,0.0069,0.0067,0.0,0.0,347
48,0.595,0.5855,0.1271,0.128,1.5685,1.7308,2.6577,3.3555,0.0,0.0,0.0077,0.0075,0.0,0.0,348
49,0.5947,0.5849,0.127,0.1278,1.586,1.7241,2.6649,3.3116,0.0,0.0,0.0074,0.007,0.0,0.0,349
50,0.5945,0.5853,0.127,0.1282,1.6121,1.7416,2.6788,3.3285,0.0,0.0,0.0076,0.0075,0.0,0.0,350
1,0.5951,0.5857,0.127,0.1277,1.5816,1.7288,2.6756,3.3269,0.0,0.0,0.0069,0.0067,0.0,0.0,351
2,0.5946,0.5857,0.127,0.1281,1.5759,1.7201,2.654,3.3222,0.0,0.0,0.0067,0.0066,0.0,0.0,352
3,0.5954,0.5855,0.1269,0.1277,1.578,1.7145,2.6783,3.3398,0.0,0.0,0.007,0.0069,0.0,0.0,353
4,0.594,0.5861,0.1273,0.1282,1.5645,1.713,2.7,3.3427,0.0,0.0,0.0069,0.0068,0.0,0.0,354
5,0.5954,0.5858,0.1269,0.1277,1.549,1.6985,2.6678,3.3209,0.0,0.0,0.0061,0.006,0.0,0.0,355
6,0.5946,0.585,0.1271,0.1279,1.5984,1.7296,2.6654,3.3182,0.0,0.0,0.0074,0.0073,0.0,0.0,356
7,0.5956,0.5861,0.1269,0.1278,1.5866,1.7206,2.669,3.3392,0.0,0.0,0.0073,0.0072,0.0,0.0,357
8,0.594,0.5855,0.127,0.1278,1.5688,1.717,2.6409,3.3129,0.0,0.0,0.0071,0.0069,0.0,0.0,358
9,0.5946,0.5857,0.1269,0.1276,1.5858,1.7313,2.6528,3.3167,0.0,0.0,0.0073,0.0071,0.0,0.0,359
10,0.5944,0.5855,0.1269,0.1284,1.5702,1.7098,2.675,3.3451,0.0,0.0,0.0069,0.0068,0.0,0.0,360
11,0.5946,0.5855,0.1269,0.128,1.6078,1.7522,2.6706,3.4063,0.0,0.0,0.0072,0.0073,0.0,0.0,361
12,0.5952,0.5858,0.1267,0.1278,1.5938,1.7376,2.6824,3.4346,0.0,0.0,0.0068,0.0068,0.0,0.0,362
13,0.5948,0.5849,0.1266,0.1279,1.5914,1.7244,2.6667,3.3697,0.0,0.0,0.007,0.0068,0.0,0.0,363
14,0.5953,0.5853,0.1267,0.1277,1.5732,1.7105,2.6489,3.3173,0.0,0.0,0.0074,0.0071,0.0,0.0,364
15,0.5952,0.5859,0.1265,0.1274,1.5595,1.7002,2.6261,3.3609,0.0,0.0,0.0071,0.0069,0.0,0.0,365
16,0.5953,0.5854,0.1267,0.1279,1.5888,1.7401,2.6588,3.3327,0.0,0.0,0.0072,0.007,0.0,0.0,366
17,0.5947,0.5857,0.1268,0.128,1.5732,1.7157,2.6348,3.3028,0.0,0.0,0.0069,0.0069,0.0,0.0,367
18,0.5957,0.5859,0.1266,0.1278,1.5708,1.7064,2.6303,3.2879,0.0,0.0,0.0068,0.0067,0.0,0.0,368
19,0.5953,0.5859,0.1268,0.1278,1.5832,1.7163,2.6257,3.3426,0.0,0.0,0.0073,0.0073,0.0,0.0,369
20,0.5949,0.5862,0.1268,0.1279,1.5832,1.7292,2.6216,3.3272,0.0,0.0,0.0074,0.0073,0.0,0.0,370
21,0.5952,0.5857,0.1266,0.1279,1.5775,1.7162,2.6138,3.2804,0.0,0.0,0.0074,0.0072,0.0,0.0,371
22,0.5953,0.586,0.1268,0.1277,1.6948,1.9211,2.8606,3.3454,0.0,0.0,0.0077,0.0075,0.0,0.0,372
23,0.5951,0.5856,0.1266,0.128,1.5948,1.7108,2.7515,3.2943,0.0,0.0,0.0066,0.0064,0.0,0.0,373
24,0.5952,0.5855,0.1269,0.1281,1.5757,1.7121,2.6536,3.2852,0.0,0.0,0.0073,0.0071,0.0,0.0,374
25,0.5945,0.5853,0.1268,0.1279,1.5392,1.6855,2.6243,3.2492,0.0,0.0,0.0069,0.0067,0.0,0.0,375
26,0.5954,0.5854,0.1268,0.1278,1.5678,1.7064,2.6062,3.2519,0.0,0.0,0.0073,0.0071,0.0,0.0,376
27,0.595,0.5866,0.1268,0.1275,1.5885,1.7265,2.6116,3.4685,0.0,0.0,0.0077,0.0075,0.0,0.0,377
28,0.5957,0.5863,0.1263,0.1274,1.6409,1.7569,2.6424,3.4362,0.0,0.0,0.008,0.0077,0.0,0.0,378
29,0.5954,0.586,0.1266,0.1277,1.804,1.8828,2.7528,3.3371,0.0,0.0,0.0094,0.0091,0.0,0.0,379
30,0.5952,0.5864,0.1268,0.1276,1.6676,1.7993,2.7079,3.3288,0.0,0.0,0.0078,0.0076,0.0,0.0,380
31,0.5952,0.585,0.1265,0.128,1.595,1.7455,2.6563,3.3003,0.0,0.0,0.0079,0.0077,0.0,0.0,381
32,0.5952,0.5859,0.1267,0.1281,1.5163,1.6701,2.5713,3.2407,0.0,0.0,0.007,0.0067,0.0,0.0,382
33,0.596,0.5862,0.1266,0.128,1.5114,1.6722,2.5415,3.2557,0.0,0.0,0.007,0.0069,0.0,0.0,383
34,0.5957,0.5868,0.1265,0.128,1.5258,1.6754,2.5471,3.2347,0.0,0.0,0.0072,0.007,0.0,0.0,384
35,0.5961,0.5865,0.1261,0.1277,1.5503,1.6806,2.5672,3.2482,0.0,0.0,0.0073,0.007,0.0,0.0,385
36,0.5957,0.5865,0.126,0.1275,1.5514,1.6779,2.5871,3.2758,0.0,0.0,0.007,0.0067,0.0,0.0,386
37,0.5967,0.5854,0.1264,0.1274,1.5051,1.6496,2.662,3.2836,0.0,0.0,0.0063,0.0061,0.0,0.0,387
38,0.596,0.5859,0.1262,0.128,1.5307,1.6798,2.5841,3.2299,0.0,0.0,0.0074,0.0073,0.0,0.0,388
39,0.5967,0.586,0.1268,0.1277,1.5454,1.7039,2.5649,3.226,0.0,0.0,0.0077,0.0075,0.0,0.0,389
40,0.5956,0.5855,0.1266,0.1273,1.5526,1.7147,2.579,3.2398,0.0,0.0,0.0072,0.0071,0.0,0.0,390
