Reported_Epoch,Loss_DV,Loss_DS,Loss_adv_vocal,Loss_adv_speech,Loss_Cycle_Vocal,Loss_Cycle_Speech,Loss_Identity_Vocal,Loss_Identity_Speech,Grad_Norm_DV,Grad_Norm_DS,Grad_Norm_GV,Grad_Norm_GS,num_DV_updates,num_DS_updates,Global_Epoch
41,0.5955,0.586,0.1262,0.1277,1.639,1.7631,2.7716,3.28,0.0,0.0,0.0074,0.0073,0.0,0.0,391
42,0.5956,0.5862,0.1262,0.1276,1.527,1.6519,2.9191,3.3164,0.0,0.0,0.006,0.006,0.0,0.0,392
43,0.5963,0.5861,0.1263,0.1276,1.503,1.6487,2.6076,3.2422,0.0,0.0,0.0066,0.0064,0.0,0.0,393
44,0.5965,0.5856,0.1264,0.128,1.556,1.686,2.572,3.2097,0.0,0.0,0.0075,0.0073,0.0,0.0,394
45,0.5949,0.586,0.1265,0.1281,1.5821,1.7056,2.5857,3.2166,0.0,0.0,0.0078,0.0077,0.0,0.0,395
46,0.5954,0.5867,0.1264,0.1276,1.6368,1.786,2.6862,3.2477,0.0,0.0,0.0086,0.0084,0.0,0.0,396
47,0.5961,0.5866,0.1263,0.1279,1.5351,1.6847,2.5743,3.2139,0.0,0.0,0.0069,0.0067,0.0,0.0,397
48,0.5961,0.5862,0.126,0.1277,1.5021,1.6482,2.5454,3.2079,0.0,0.0,0.0073,0.0071,0.0,0.0,398
49,0.5963,0.5869,0.1262,0.1275,1.5261,1.6586,2.5405,3.1896,0.0,0.0,0.0075,0.0073,0.0,0.0,399
50,0.5953,0.5865,0.1263,0.1277,1.4958,1.6469,2.5261,3.173,0.0,0.0,0.0078,0.0076,0.0,0.0,400
1,0.5957,0.586,0.1263,0.1277,1.4927,1.6443,2.5133,3.187,0.0,0.0,0.0069,0.0067,0.0,0.0,401
2,0.5958,0.587,0.1261,0.1274,1.5339,1.6684,2.5455,3.1861,0.0,0.0,0.0072,0.0071,0.0,0.0,402
3,0.5968,0.5865,0.1262,0.1275,1.5208,1.6703,2.5153,3.1896,0.0,0.0,0.0073,0.0073,0.0,0.0,403
4,0.5965,0.5865,0.126,0.1276,1.4613,1.6245,2.474,3.1691,0.0,0.0,0.0069,0.0066,0.0,0.0,404
5,0.5968,0.5863,0.126,0.1274,1.4722,1.621,2.4699,3.1955,0.0,0.0,0.0075,0.0073,0.0,0.0,405
6,0.5963,0.5866,0.1259,0.1274,1.4929,1.6257,2.4814,3.1997,0.0,0.0,0.007,0.0068,0.0,0.0,406
7,0.5969,0.5864,0.1263,0.1275,1.5821,1.8019,2.6832,3.2405,0.0,0.0,0.0079,0.0077,0.0,0.0,407
8,0.5959,0.5869,0.1262,0.1275,1.5272,1.714,2.9783,3.2439,0.0,0.0,0.0062,0.0059,0.0,0.0,408
9,0.5958,0.5863,0.1263,0.1278,1.5167,1.6426,2.681,3.1963,0.0,0.0,0.0072,0.007,0.0,0.0,409
10,0.5956,0.5864,0.1262,0.1278,1.5523,1.6838,2.624,3.1903,0.0,0.0,0.0076,0.0074,0.0,0.0,410
11,0.596,0.5864,0.1262,0.1273,1.6046,1.7183,2.6459,3.1877,0.0,0.0,0.0084,0.0082,0.0,0.0,411
12,0.5964,0.5863,0.1261,0.1271,1.5156,1.6434,2.5866,3.2041,0.0,0.0,0.0071,0.0069,0.0,0.0,412
13,0.5966,0.5867,0.126,0.1275,1.4624,1.6121,2.5269,3.1628,0.0,0.0,0.0069,0.0067,0.0,0.0,413
14,0.597,0.5859,0.1261,0.1278,1.5351,1.6751,2.5365,3.1547,0.0,0.0,0.0078,0.0076,0.0,0.0,414
15,0.5963,0.5873,0.1262,0.1275,1.6032,1.7348,2.5696,3.204,0.0,0.0,0.0083,0.008,0.0,0.0,415
16,0.5966,0.5864,0.1262,0.1273,1.5416,1.6875,2.5404,3.2164,0.0,0.0,0.0078,0.0076,0.0,0.0,416
17,0.5972,0.5864,0.1262,0.1274,1.4986,1.6506,2.5475,3.2177,0.0,0.0,0.0068,0.0066,0.0,0.0,417
18,0.596,0.5866,0.126,0.1271,1.4971,1.6446,2.5384,3.1772,0.0,0.0,0.0073,0.0071,0.0,0.0,418
19,0.597,0.586,0.1258,0.1275,1.4707,1.6192,2.4835,3.1559,0.0,0.0,0.0068,0.0066,0.0,0.0,419
20,0.597,0.587,0.1258,0.1273,1.4938,1.6341,2.4785,3.1396,0.0,0.0,0.0074,0.0072,0.0,0.0,420
21,0.5971,0.5867,0.1259,0.1273,1.4502,1.6093,2.4799,3.1333,0.0,0.0,0.0067,0.0065,0.0,0.0,421
22,0.5969,0.5867,0.126,0.1274,1.478,1.618,2.4965,3.132,0.0,0.0,0.0071,0.0069,0.0,0.0,422
23,0.597,0.5866,0.1261,0.1273,1.5079,1.6469,2.5202,3.1953,0.0,0.0,0.0073,0.0071,0.0,0.0,423
24,0.596,0.5873,0.1257,0.1273,1.5396,1.666,2.5098,3.179,0.0,0.0,0.0078,0.0076,0.0,0.0,424
25,0.5968,0.587,0.1255,0.1275,1.5101,1.6451,2.4894,3.1572,0.0,0.0,0.0075,0.0073,0.0,0.0,425
26,0.5974,0.5863,0.1257,0.1275,1.4876,1.6184,2.4948,3.1386,0.0,0.0,0.0069,0.0067,0.0,0.0,426
27,0.5967,0.5865,0.1259,0.1274,1.462,1.6142,2.4569,3.125,0.0,0.0,0.0065,0.0063,0.0,0.0,427
28,0.597,0.5871,0.1258,0.1273,1.5206,1.6518,2.4663,3.1244,0.0,0.0,0.0077,0.0075,0.0,0.0,428
29,0.5968,0.5862,0.1257,0.1275,1.4423,1.5858,2.4368,3.1162,0.0,0.0,0.0068,0.0066,0.0,0.0,429
30,0.5967,0.5874,0.1256,0.1272,1.4401,1.579,2.4413,3.1087,0.0,0.0,0.0067,0.0066,0.0,0.0,430
31,0.597,0.5876,0.1257,0.127,1.4485,1.6038,2.4301,3.1105,0.0,0.0,0.0071,0.007,0.0,0.0,431
32,0.5972,0.5871,0.126,0.1273,1.4428,1.6033,2.4318,3.1588,0.0,0.0,0.0068,0.0067,0.0,0.0,432
33,0.5971,0.5866,0.1259,0.1274,1.4738,1.6432,2.4436,3.1437,0.0,0.0,0.0074,0.0074,0.0,0.0,433
34,0.5975,0.5872,0.1257,0.1273,1.4531,1.6058,2.4336,3.1247,0.0,0.0,0.0073,0.0072,0.0,0.0,434
35,0.5976,0.5878,0.1257,0.1274,1.4733,1.6246,2.431,3.1146,0.0,0.0,0.0073,0.007,0.0,0.0,435
36,0.5966,0.5872,0.1254,0.1269,1.4757,1.6226,2.4517,3.1206,0.0,0.0,0.0072,0.0069,0.0,0.0,436
37,0.5971,0.5865,0.1254,0.1276,1.4633,1.6019,2.4318,3.1008,0.0,0.0,0.0074,0.0071,0.0,0.0,437
38,0.5974,0.5873,0.1256,0.1276,1.4738,1.6141,2.4388,3.106,0.0,0.0,0.0075,0.0073,0.0,0.0,438
39,0.5979,0.5879,0.1249,0.1271,1.4812,1.6319,2.4725,3.1524,0.0,0.0,0.007,0.0069,0.0,0.0,439
40,0.5982,0.5873,0.1257,0.1272,1.4633,1.6099,2.4749,3.1658,0.0,0.0,0.0071,0.007,0.0,0.0,440
41,0.5977,0.5878,0.1257,0.1271,1.4509,1.5883,2.4473,3.1116,0.0,0.0,0.0071,0.0068,0.0,0.0,441
42,0.5977,0.5873,0.1252,0.1275,1.4619,1.6085,2.4247,3.1101,0.0,0.0,0.0073,0.0072,0.0,0.0,442
43,0.5975,0.5877,0.1254,0.1273,1.4719,1.6065,2.4363,3.1201,0.0,0.0,0.0073,0.007,0.0,0.0,443
44,0.5981,0.5869,0.1255,0.1275,1.4773,1.6211,2.4179,3.1278,0.0,0.0,0.0074,0.0072,0.0,0.0,444
45,0.5975,0.5875,0.1253,0.1271,1.4204,1.5854,2.407,3.1089,0.0,0.0,0.0066,0.0064,0.0,0.0,445
46,0.5985,0.5872,0.1252,0.1271,1.4508,1.5996,2.3911,3.0911,0.0,0.0,0.0075,0.0073,0.0,0.0,446
47,0.5981,0.5869,0.1251,0.127,1.3979,1.5605,2.3685,3.0685,0.0,0.0,0.0069,0.0066,0.0,0.0,447
48,0.5983,0.5876,0.1255,0.1273,1.422,1.5755,2.379,3.055,0.0,0.0,0.0076,0.0073,0.0,0.0,448
49,0.5983,0.5868,0.1255,0.1272,1.4425,1.5733,2.3946,3.068,0.0,0.0,0.007,0.0067,0.0,0.0,449
50,0.598,0.5869,0.1254,0.1275,1.4214,1.5781,2.3897,3.0829,0.0,0.0,0.007,0.0069,0.0,0.0,450
1,0.5983,0.5876,0.1254,0.1273,1.4927,1.6167,2.4104,3.0627,0.0,0.0,0.0082,0.008,0.0,0.0,451
2,0.5984,0.5868,0.1254,0.127,1.4351,1.5902,2.3891,3.0787,0.0,0.0,0.0074,0.0071,0.0,0.0,452
3,0.5979,0.5876,0.125,0.1271,1.4507,1.5904,2.3902,3.0845,0.0,0.0,0.0074,0.0073,0.0,0.0,453
4,0.5973,0.5867,0.125,0.127,1.4208,1.5706,2.3837,3.0792,0.0,0.0,0.0069,0.0066,0.0,0.0,454
5,0.5984,0.5871,0.1249,0.1271,1.4069,1.5583,2.3757,3.0698,0.0,0.0,0.0067,0.0065,0.0,0.0,455
6,0.5982,0.5875,0.1252,0.1273,1.444,1.6049,2.4034,3.0794,0.0,0.0,0.0077,0.0074,0.0,0.0,456
7,0.5977,0.5873,0.125,0.1269,1.4561,1.6159,2.4165,3.0712,0.0,0.0,0.0076,0.0074,0.0,0.0,457
8,0.5979,0.5866,0.1253,0.1271,1.4376,1.5795,2.4022,3.0504,0.0,0.0,0.0071,0.0069,0.0,0.0,458
9,0.598,0.5878,0.1252,0.1272,1.4598,1.6125,2.3953,3.0769,0.0,0.0,0.0075,0.0074,0.0,0.0,459
10,0.5979,0.587,0.1251,0.1271,1.4609,1.6167,2.4458,3.0826,0.0,0.0,0.0075,0.0074,0.0,0.0,460
11,0.5984,0.5873,0.1248,0.1269,1.4545,1.5986,2.4503,3.0957,0.0,0.0,0.0071,0.0069,0.0,0.0,461
12,0.5986,0.5875,0.1249,0.1273,1.4363,1.5747,2.4354,3.0926,0.0,0.0,0.007,0.0067,0.0,0.0,462
13,0.5988,0.5874,0.1248,0.127,1.4629,1.6102,2.4357,3.1032,0.0,0.0,0.0078,0.0076,0.0,0.0,463
14,0.5993,0.5871,0.1248,0.1269,1.4307,1.5633,2.4113,3.0489,0.0,0.0,0.0068,0.0066,0.0,0.0,464
15,0.5981,0.5872,0.1249,0.1269,1.4098,1.561,2.3565,3.0711,0.0,0.0,0.0071,0.0068,0.0,0.0,465
16,0.6002,0.5881,0.1245,0.1267,1.4078,1.5522,2.3536,3.04,3.1515,0.0,0.0071,0.0068,1.0,0.0,466
17,0.7159,0.5875,0.0796,0.1271,1.4114,1.5713,2.3512,3.0651,0.5493,0.0,0.0071,0.0069,11.0,0.0,467
18,0.6582,0.5869,0.1049,0.1273,1.4651,1.5945,2.3823,3.0375,0.144,0.0,0.0079,0.0077,16.0,0.0,468
19,0.5938,0.5878,0.1511,0.1273,1.5756,1.6876,2.451,3.0809,0.0,0.0,0.0086,0.0083,0.0,0.0,469
20,0.5939,0.5878,0.1509,0.1271,1.5056,1.6269,2.4666,3.083,0.0,0.0,0.0078,0.0075,0.0,0.0,470
21,0.5939,0.5873,0.1509,0.1269,1.4118,1.5676,2.3789,3.0795,0.0,0.0,0.0067,0.0064,0.0,0.0,471
22,0.5941,0.5874,0.151,0.1276,1.391,1.5548,2.3367,3.0766,0.0,0.0,0.007,0.0068,0.0,0.0,472
23,0.594,0.5874,0.1507,0.1271,1.3732,1.5304,2.3208,3.0198,0.0,0.0,0.0069,0.0065,0.0,0.0,473
24,0.5933,0.5875,0.1509,0.1272,1.3861,1.5362,2.3182,3.0102,0.0,0.0,0.0078,0.0075,0.0,0.0,474
25,0.5931,0.5872,0.151,0.1271,1.3646,1.5224,2.316,3.0057,0.0,0.0,0.0067,0.0065,0.0,0.0,475
26,0.5934,0.5879,0.1508,0.1269,1.3964,1.5445,2.3319,3.0113,0.0,0.0,0.0071,0.0069,0.0,0.0,476
27,0.5934,0.588,0.1506,0.1267,1.4536,1.5861,2.3862,3.0519,0.0,0.0,0.008,0.0078,0.0,0.0,477
28,0.5932,0.5873,0.151,0.127,1.3744,1.5502,2.3349,3.0347,0.0,0.0,0.0067,0.0066,0.0,0.0,478
29,0.5933,0.5879,0.1511,0.1269,1.373,1.5434,2.314,3.0433,0.0,0.0,0.0067,0.0066,0.0,0.0,479
30,0.5935,0.5881,0.1512,0.127,1.405,1.554,2.3442,3.0545,0.0,0.0,0.0072,0.007,0.0,0.0,480
31,0.5937,0.5882,0.1507,0.1268,1.3936,1.5509,2.3441,3.0855,0.0,0.0,0.0069,0.0066,0.0,0.0,481
32,0.5933,0.5879,0.1509,0.1271,1.421,1.5694,2.3529,3.0328,0.0,0.0,0.0073,0.007,0.0,0.0,482
33,0.5938,0.5875,0.1508,0.1268,1.4931,1.6239,2.3745,3.018,0.0,0.0,0.0084,0.0081,0.0,0.0,483
34,0.593,0.5883,0.1508,0.1269,1.4032,1.5403,2.324,2.9998,0.0,0.0,0.0071,0.0069,0.0,0.0,484
35,0.5937,0.5883,0.1507,0.1268,1.4088,1.5511,2.3525,3.0194,0.0,0.0,0.0072,0.0069,0.0,0.0,485
36,0.5946,0.5874,0.1509,0.1273,1.3992,1.5428,2.337,3.0473,0.0,0.0,0.007,0.0068,0.0,0.0,486
37,0.5937,0.5873,0.1509,0.1267,1.4411,1.5638,2.3636,3.0152,0.0,0.0,0.008,0.0078,0.0,0.0,487
38,0.5939,0.5876,0.1504,0.127,1.4285,1.5605,2.3824,3.025,0.0,0.0,0.0075,0.0073,0.0,0.0,488
39,0.5933,0.5873,0.1511,0.1271,1.3673,1.5238,2.3248,3.063,0.0,0.0,0.0067,0.0063,0.0,0.0,489
40,0.5943,0.5881,0.1509,0.1269,1.3884,1.5589,2.318,3.0929,0.0,0.0,0.0073,0.0072,0.0,0.0,490
41,0.5937,0.5886,0.1508,0.127,1.4154,1.5691,2.3519,3.0425,0.0,0.0,0.0075,0.0073,0.0,0.0,491
42,0.5937,0.5889,0.1509,0.1267,1.3933,1.5439,2.3433,3.03,0.0,0.0,0.0066,0.0064,0.0,0.0,492
43,0.5935,0.5886,0.1506,0.1269,1.4077,1.5388,2.3213,3.0047,0.0,0.0,0.0073,0.007,0.0,0.0,493
44,0.5939,0.5884,0.151,0.1264,1.3657,1.5375,2.3208,2.9866,0.0,0.0,0.0069,0.0066,0.0,0.0,494
45,0.5943,0.588,0.1506,0.1269,1.3921,1.5434,2.3057,2.9798,0.0,0.0,0.0077,0.0074,0.0,0.0,495
46,0.5934,0.5883,0.1509,0.1271,1.5511,1.7488,3.6508,3.0925,0.0,0.0,0.0082,0.0079,0.0,0.0,496
47,0.5937,0.5875,0.1506,0.1268,1.4991,1.6047,5.6606,3.088,0.0,0.0,0.0066,0.0064,0.0,0.0,497
48,0.5931,0.5874,0.1512,0.1272,1.4229,1.5624,4.0527,3.2047,0.0,0.0,0.0071,0.007,0.0,0.0,498
49,0.5938,0.5862,0.1503,0.1276,1.4104,1.5598,3.19,4.7664,0.0,0.0,0.0072,0.007,0.0,0.0,499
50,0.5945,0.5872,0.1505,0.1276,1.4112,1.5598,2.8942,3.6401,0.0,0.0,0.0075,0.0072,0.0,0.0,500
1,0.5946,0.5874,0.1505,0.1274,1.4,1.54,2.7559,3.3922,0.0,0.0,0.0073,0.0071,0.0,0.0,501
2,0.5943,0.5868,0.1504,0.127,1.3859,1.5357,2.6469,3.2554,0.0,0.0,0.0069,0.0068,0.0,0.0,502
3,0.5939,0.5883,0.1505,0.127,1.4013,1.5437,2.5942,3.1783,0.0,0.0,0.0071,0.0071,0.0,0.0,503
4,0.594,0.5888,0.1505,0.127,1.3666,1.5382,2.5268,3.1693,0.0,0.0,0.0068,0.0068,0.0,0.0,504
5,0.5946,0.5875,0.1506,0.1269,1.3847,1.5501,2.4967,3.1304,0.0,0.0,0.0075,0.0072,0.0,0.0,505
6,0.595,0.588,0.1505,0.127,1.3798,1.5326,2.465,3.0571,0.0,0.0,0.0075,0.0072,0.0,0.0,506
7,0.5941,0.5877,0.1503,0.1268,1.3547,1.501,2.4255,3.0406,0.0,0.0,0.0073,0.0071,0.0,0.0,507
8,0.5939,0.5881,0.1507,0.1269,1.366,1.5017,2.4172,3.0177,0.0,0.0,0.007,0.0068,0.0,0.0,508
9,0.5943,0.5882,0.1504,0.1269,1.3718,1.5153,2.4107,3.0017,0.0,0.0,0.0076,0.0074,0.0,0.0,509
10,0.5945,0.5878,0.1506,0.1268,1.3819,1.5282,2.4114,3.0164,0.0,0.0,0.0075,0.0073,0.0,0.0,510
11,0.5944,0.5875,0.1504,0.1263,1.4066,1.5447,2.4274,3.0435,0.0,0.0,0.0078,0.0075,0.0,0.0,511
12,0.5942,0.5883,0.1507,0.1268,1.3721,1.526,2.4118,3.0195,0.0,0.0,0.0072,0.0069,0.0,0.0,512
13,0.5939,0.588,0.1504,0.1265,1.3752,1.5039,2.3958,2.9875,0.0,0.0,0.0071,0.0069,0.0,0.0,513
14,0.5942,0.5881,0.1505,0.1269,1.3199,1.4785,2.3705,3.0034,0.0,0.0,0.0064,0.0063,0.0,0.0,514
15,0.5933,0.5883,0.1505,0.1269,1.3571,1.505,2.3672,3.0171,0.0,0.0,0.0071,0.007,0.0,0.0,515
16,0.5948,0.5888,0.1504,0.127,1.4,1.5391,2.3799,3.0391,0.0,0.0,0.0078,0.0076,0.0,0.0,516
17,0.5942,0.588,0.1504,0.1267,1.3717,1.5136,2.3639,2.9769,0.0,0.0,0.0071,0.0068,0.0,0.0,517
18,0.5943,0.5874,0.15,0.1267,1.3831,1.5332,2.3757,2.9881,0.0,0.0,0.0076,0.0074,0.0,0.0,518
19,0.5943,0.5873,0.1507,0.1267,1.3772,1.5368,2.3698,3.008,0.0,0.0,0.0074,0.0072,0.0,0.0,519
20,0.5953,0.5879,0.1506,0.1269,1.3863,1.5282,2.3777,3.0255,0.0,0.0,0.0074,0.0073,0.0,0.0,520
21,0.5943,0.5879,0.1502,0.1267,1.3807,1.5322,2.3811,2.9921,0.0,0.0,0.0075,0.0073,0.0,0.0,521
22,0.5951,0.5887,0.1503,0.1263,1.381,1.5345,2.3551,2.9763,0.0,0.0,0.0077,0.0075,0.0,0.0,522
23,0.594,0.5879,0.1505,0.1269,1.3462,1.5105,2.3241,3.1547,0.0,0.0,0.0072,0.007,0.0,0.0,523
24,0.5945,0.588,0.1501,0.1265,1.366,1.513,2.3508,2.9993,0.0,0.0,0.0073,0.0071,0.0,0.0,524
25,0.5939,0.5877,0.1503,0.1266,1.375,1.5255,2.3284,2.972,0.0,0.0,0.0075,0.0073,0.0,0.0,525
26,0.5942,0.5884,0.1503,0.1267,1.3358,1.489,2.3187,2.952,0.0,0.0,0.0071,0.0069,0.0,0.0,526
27,0.5947,0.59,0.1506,0.1264,1.3616,1.5061,2.33,3.0127,0.0,0.0,0.0071,0.0069,0.0,0.0,527
28,0.595,0.5887,0.1501,0.1266,1.3924,1.5209,2.3258,2.9929,0.0,0.0,0.0078,0.0075,0.0,0.0,528
29,0.5946,0.5887,0.1503,0.1265,1.3467,1.4846,2.2971,2.9724,0.0,0.0,0.0071,0.0068,0.0,0.0,529
30,0.5939,0.5885,0.1504,0.1265,1.3839,1.5174,2.3034,2.9572,0.0,0.0,0.008,0.0078,0.0,0.0,530
31,0.5944,0.5882,0.1503,0.1265,1.3161,1.478,2.2732,2.9202,0.0,0.0,0.0068,0.0066,0.0,0.0,531
32,0.5943,0.5892,0.1505,0.1268,1.3092,1.4736,2.2911,2.9097,0.0,0.0,0.0063,0.006,0.0,0.0,532
33,0.5945,0.5892,0.1502,0.1266,1.3454,1.4952,2.2632,2.9277,0.0,0.0,0.0078,0.0077,0.0,0.0,533
34,0.595,0.589,0.1503,0.1265,1.3548,1.524,2.275,2.9491,0.0,0.0,0.0078,0.0076,0.0,0.0,534
35,0.5948,0.5888,0.1501,0.1265,1.3545,1.5133,2.3128,2.9736,0.0,0.0,0.0075,0.0072,0.0,0.0,535
36,0.5947,0.5895,0.1505,0.1264,1.3367,1.4789,2.3146,2.9516,0.0,0.0,0.0064,0.0061,0.0,0.0,536
37,0.595,0.5889,0.1504,0.1263,1.3394,1.4892,2.2832,2.9268,0.0,0.0,0.0072,0.007,0.0,0.0,537
38,0.5939,0.5892,0.1503,0.1265,1.355,1.4979,2.3114,2.9273,0.0,0.0,0.0074,0.0073,0.0,0.0,538
39,0.5945,0.5892,0.1502,0.1269,1.3536,1.4959,2.2945,2.9421,0.0,0.0,0.0076,0.0074,0.0,0.0,539
40,0.5952,0.5892,0.1501,0.1264,1.3077,1.4528,2.259,2.9232,0.0,0.0,0.0069,0.0067,0.0,0.0,540
41,0.5948,0.5888,0.1502,0.1267,1.3437,1.4899,2.2633,2.9296,0.0,0.0,0.0075,0.0074,0.0,0.0,541
42,0.5948,0.5885,0.1501,0.1268,1.3601,1.5127,2.2797,2.9302,0.0,0.0,0.008,0.0076,0.0,0.0,542
43,0.5953,0.589,0.1501,0.1268,1.3685,1.5118,2.2748,2.9274,0.0,0.0,0.0076,0.0074,0.0,0.0,543
44,0.5949,0.5892,0.1503,0.1266,1.3532,1.4936,2.2774,2.9289,0.0,0.0,0.0076,0.0073,0.0,0.0,544
45,0.5949,0.5888,0.15,0.1266,1.3081,1.4653,2.2622,2.8994,0.0,0.0,0.0073,0.007,0.0,0.0,545
46,0.5947,0.5893,0.1501,0.1266,1.3067,1.4699,2.2455,3.1022,0.0,0.0,0.0069,0.0068,0.0,0.0,546
47,0.5943,0.5891,0.1503,0.1263,1.3217,1.4666,2.2464,2.9409,0.0,0.0,0.0071,0.0069,0.0,0.0,547
48,0.5951,0.5892,0.1504,0.1262,1.3031,1.4515,2.2616,2.9284,0.0,0.0,0.0069,0.0066,0.0,0.0,548
49,0.5944,0.5891,0.1501,0.1265,1.3254,1.469,2.2676,2.9153,0.0,0.0,0.007,0.0068,0.0,0.0,549
50,0.5953,0.5894,0.1504,0.127,1.3264,1.4724,2.2596,2.8932,0.0,0.0,0.0072,0.0069,0.0,0.0,550
1,0.5944,0.5882,0.15,0.1263,1.3309,1.4686,2.2617,2.8847,0.0,0.0,0.0074,0.007,0.0,0.0,551
2,0.5944,0.5889,0.1502,0.1263,1.2965,1.4565,2.2496,2.9186,0.0,0.0,0.0072,0.007,0.0,0.0,552
3,0.5942,0.589,0.15,0.1266,1.326,1.4894,2.252,2.9142,0.0,0.0,0.0076,0.0073,0.0,0.0,553
4,0.5949,0.5883,0.15,0.1262,1.3413,1.5,2.2791,2.9177,0.0,0.0,0.0076,0.0074,0.0,0.0,554
5,0.5948,0.589,0.1504,0.1263,1.3447,1.4946,2.2682,2.9309,0.0,0.0,0.0078,0.0075,0.0,0.0,555
6,0.5947,0.5894,0.1501,0.1264,1.3418,1.4891,2.2745,2.9171,0.0,0.0,0.0077,0.0074,0.0,0.0,556
7,0.5956,0.5893,0.1498,0.1262,1.3335,1.4685,2.2647,2.9041,0.0,0.0,0.0069,0.0066,0.0,0.0,557
8,0.595,0.5889,0.1498,0.1265,1.3091,1.4572,2.236,2.8848,0.0,0.0,0.0071,0.0068,0.0,0.0,558
9,0.5959,0.5894,0.1495,0.1262,1.331,1.4759,2.2384,2.8916,0.0,0.0,0.0075,0.0072,0.0,0.0,559
10,0.5952,0.5885,0.1501,0.1264,1.3693,1.5055,2.2419,2.8969,0.0,0.0,0.0081,0.0079,0.0,0.0,560
11,0.5954,0.5882,0.1496,0.126,1.3345,1.4804,2.251,2.8976,0.0,0.0,0.0077,0.0075,0.0,0.0,561
12,0.5959,0.5893,0.1497,0.126,1.3396,1.4837,2.2561,2.9096,0.0,0.0,0.0077,0.0073,0.0,0.0,562
13,0.5951,0.5888,0.1498,0.1264,1.3338,1.4831,2.2678,2.9082,0.0,0.0,0.0074,0.0071,0.0,0.0,563
14,0.5953,0.5893,0.1495,0.1266,1.3402,1.4751,2.2365,2.8992,0.0,0.0,0.0075,0.0072,0.0,0.0,564
15,0.5958,0.5893,0.1496,0.1262,1.3203,1.4786,2.239,2.8849,0.0,0.0,0.0076,0.0073,0.0,0.0,565
16,0.5964,0.5886,0.1496,0.1265,1.2711,1.4349,2.2014,2.8796,0.0,0.0,0.007,0.0067,0.0,0.0,566
17,0.5954,0.5896,0.1497,0.1263,1.2789,1.4301,2.1844,2.857,0.0,0.0,0.0082,0.0078,0.0,0.0,567
18,0.5949,0.5894,0.1498,0.1262,1.2907,1.4336,2.1846,2.8386,0.0,0.0,0.0078,0.0074,0.0,0.0,568
19,0.5946,0.5892,0.1498,0.1263,1.4044,1.6234,2.2697,2.9019,0.0,0.0,0.0081,0.0078,0.0,0.0,569
20,0.595,0.5894,0.15,0.1262,1.3553,1.5024,2.4088,2.9095,0.0,0.0,0.0063,0.0061,0.0,0.0,570
21,0.5949,0.5886,0.15,0.1267,1.3648,1.4765,2.2958,2.9603,0.0,0.0,0.0076,0.0074,0.0,0.0,571
22,0.5953,0.589,0.1498,0.1262,1.3054,1.4513,2.263,2.9014,0.0,0.0,0.0073,0.0071,0.0,0.0,572
23,0.5956,0.5895,0.1499,0.1263,1.2553,1.4063,2.1878,2.8493,0.0,0.0,0.0064,0.0062,0.0,0.0,573
24,0.5949,0.5891,0.1501,0.1263,1.2561,1.4234,2.1746,2.8344,0.0,0.0,0.0072,0.0068,0.0,0.0,574
25,0.5952,0.5897,0.1499,0.1264,1.2827,1.4376,2.1794,2.8278,0.0,0.0,0.0083,0.0078,0.0,0.0,575
26,0.5954,0.589,0.1498,0.1265,1.256,1.4221,2.1694,2.8248,0.0,0.0,0.0078,0.0074,0.0,0.0,576
27,0.5959,0.5893,0.15,0.1264,1.2858,1.4248,2.1713,2.82,0.0,0.0,0.0089,0.0085,0.0,0.0,577
28,0.5953,0.5898,0.1497,0.1262,1.2833,1.4251,2.157,2.8084,0.0,0.0,0.0091,0.0086,0.0,0.0,578
29,0.5956,0.59,0.1498,0.126,1.2712,1.4143,2.1478,2.8014,0.0,0.0,0.0091,0.0086,0.0,0.0,579
30,0.5955,0.59,0.1497,0.1265,1.2816,1.417,2.1365,2.7925,0.0,0.0,0.0097,0.0093,0.0,0.0,580
31,0.5958,0.5894,0.1494,0.126,1.2694,1.4196,2.124,2.789,0.0,0.0,0.0095,0.0091,0.0,0.0,581
32,0.5955,0.5889,0.1495,0.1261,1.2687,1.4075,2.1225,2.7877,0.0,0.0,0.0095,0.0091,0.0,0.0,582
33,0.5955,0.5891,0.1498,0.1265,1.2607,1.4091,2.1154,2.7803,0.0,0.0,0.0096,0.0091,0.0,0.0,583
34,0.5947,0.5896,0.1497,0.1263,1.2601,1.4059,2.124,2.7804,0.0,0.0,0.0084,0.008,0.0,0.0,584
35,0.5946,0.59,0.1498,0.1263,1.2935,1.4406,2.1564,2.8067,0.0,0.0,0.0082,0.0078,0.0,0.0,585
36,0.5952,0.5896,0.1498,0.1261,1.2669,1.4265,2.1666,2.83,0.0,0.0,0.0073,0.0071,0.0,0.0,586
37,0.5946,0.5902,0.1495,0.126,1.2705,1.4273,2.1713,2.8509,0.0,0.0,0.0074,0.0071,0.0,0.0,587
38,0.5959,0.5895,0.1499,0.1264,1.3307,1.5154,2.1924,2.8707,0.0,0.0,0.0074,0.0072,0.0,0.0,588
39,0.5954,0.5887,0.1503,0.1261,1.3438,1.5274,2.2432,2.8698,0.0,0.0,0.0069,0.0067,0.0,0.0,589
40,0.5956,0.5896,0.1497,0.1262,1.2791,1.4212,2.203,2.8467,0.0,0.0,0.0069,0.0066,0.0,0.0,590
